Z(m),F_avg(N),F_std(N)
-1.1063925574266359e-05,-3.2554493278136026e-10,7.05319223153036e-11
-1.0963901339729331e-05,-3.2543095523095534e-10,7.032095139138442e-11
-1.0863877105192303e-05,-3.237963923545137e-10,7.024277240627859e-11
-1.0763852870655282e-05,-3.230890124461003e-10,7.090383994240168e-11
-1.0663828636118255e-05,-3.235810701834007e-10,6.967292695448857e-11
-1.0563804401581227e-05,-3.215140198305358e-10,7.012164468500412e-11
-1.04637801670442e-05,-3.1907199587918666e-10,6.990232041124228e-11
-1.0363755932507178e-05,-3.188775987211271e-10,7.005300050301318e-11
-1.026373169797015e-05,-3.1940125653080816e-10,7.046640715992997e-11
-1.0163707463433123e-05,-3.1861607002195363e-10,7.054961674121119e-11
-1.0063683228896102e-05,-3.1794246815322254e-10,7.15510456428125e-11
-9.963658994359074e-06,-3.166044624329789e-10,7.060927331360223e-11
-9.863634759822047e-06,-3.146389570981491e-10,7.02302140911475e-11
-9.763610525285019e-06,-3.137714605387517e-10,7.069671076618084e-11
-9.663586290747998e-06,-3.1301136230901967e-10,7.186924495038054e-11
-9.56356205621097e-06,-3.1442260666087094e-10,7.10339325107372e-11
-9.463537821673943e-06,-3.112236458457057e-10,6.948721931063315e-11
-9.363513587136915e-06,-3.1057325532450783e-10,7.045148044463562e-11
-9.263489352599894e-06,-3.0967912308760205e-10,6.9668149843865e-11
-9.163465118062866e-06,-3.092377018046298e-10,6.834941733539463e-11
-9.063440883525839e-06,-3.087622438366197e-10,6.979228136335452e-11
-8.963416648988818e-06,-3.0764484923019453e-10,6.97237672203466e-11
-8.86339241445179e-06,-3.0574556353507854e-10,7.034442919635463e-11
-8.763368179914762e-06,-3.031067467236109e-10,6.945699774107404e-11
-8.663343945377735e-06,-3.0342341066043006e-10,6.981302441916601e-11
-8.563319710840714e-06,-3.023914185750079e-10,6.873303405714872e-11
-8.463295476303686e-06,-3.0071812498533015e-10,6.844282661491504e-11
-8.363271241766658e-06,-3.0060131173801697e-10,6.866425265776753e-11
-8.26324700722963e-06,-2.981438599095651e-10,6.970056538624212e-11
-8.16322277269261e-06,-2.971156646427725e-10,6.88050458874132e-11
-8.063198538155582e-06,-2.953530915820853e-10,6.973087996725924e-11
-7.963174303618554e-06,-2.970940638199426e-10,6.848442851774914e-11
-7.863150069081533e-06,-2.953477765470724e-10,6.903841747468019e-11
-7.763125834544506e-06,-2.948399570866083e-10,6.991000429191876e-11
-7.663101600007478e-06,-2.926216590856827e-10,6.843307058263943e-11
-7.56307736547045e-06,-2.927800708910335e-10,6.971152695561739e-11
-7.463053130933429e-06,-2.9043267507684547e-10,6.84174569264172e-11
-7.3630288963964015e-06,-2.9101428962426954e-10,6.882919047862972e-11
-7.263004661859374e-06,-2.880531924062469e-10,6.86090621727373e-11
-7.162980427322346e-06,-2.8626347696229226e-10,7.07436117596765e-11
-7.062956192785325e-06,-2.8781880046969375e-10,6.907107445263195e-11
-6.9629319582482975e-06,-2.8537401278183124e-10,6.992541147570107e-11
-6.86290772371127e-06,-2.8356789687439475e-10,6.959453608585082e-11
-6.762883489174249e-06,-2.8474343989333357e-10,6.84157339645942e-11
-6.662859254637221e-06,-2.8256501573583367e-10,6.869270939852513e-11
-6.5628350201001935e-06,-2.8124103138978884e-10,6.842124579294747e-11
-6.462810785563166e-06,-2.772811995216654e-10,6.907535768029028e-11
-6.362786551026145e-06,-2.787849772434392e-10,6.801215630134787e-11
-6.262762316489117e-06,-2.7690878133872e-10,6.751316069584872e-11
-6.1627380819520894e-06,-2.744283962662863e-10,6.920018601468089e-11
-6.0627138474150685e-06,-2.731615844849353e-10,6.781896539592196e-11
-5.962689612878041e-06,-2.7142435859533566e-10,6.684823614220475e-11
-5.862665378341013e-06,-2.7089373855591573e-10,6.693663013930499e-11
-5.762641143803985e-06,-2.6836615652757223e-10,6.878533742540126e-11
-5.6626169092669645e-06,-2.6753854348250234e-10,6.787080934120777e-11
-5.562592674729937e-06,-2.664760515854842e-10,6.903715954949154e-11
-5.462568440192909e-06,-2.652091616118771e-10,6.80882569901185e-11
-5.362544205655881e-06,-2.6270245069573653e-10,6.782822152550543e-11
-5.2625199711188605e-06,-2.6264774207017477e-10,6.909015561299361e-11
-5.162495736581833e-06,-2.606285373672158e-10,6.73320627302192e-11
-5.062471502044805e-06,-2.597292604634013e-10,6.757574311828744e-11
-4.962447267507784e-06,-2.571752851066857e-10,6.849939430303607e-11
-4.8624230329707564e-06,-2.550597463020345e-10,6.955853251350055e-11
-4.762398798433729e-06,-2.5529483497704727e-10,6.906860446491356e-11
-4.662374563896701e-06,-2.518520020069473e-10,6.877064201529383e-11
-4.56235032935968e-06,-2.4987468410495157e-10,6.825445168050054e-11
-4.462326094822652e-06,-2.470969043947345e-10,6.850120139683345e-11
-4.362301860285625e-06,-2.4664672249094305e-10,6.874801195223494e-11
-4.262277625748597e-06,-2.44898786923431e-10,6.912745612970394e-11
-4.162253391211576e-06,-2.4273269354652596e-10,6.833405226840796e-11
-4.062229156674548e-06,-2.414891171681571e-10,6.791744954581685e-11
-3.962204922137521e-06,-2.392963357967586e-10,6.838228218942165e-11
-3.8621806876005e-06,-2.358538138760022e-10,6.880455252567049e-11
-3.762156453063472e-06,-2.317778611456481e-10,6.934833466527174e-11
-3.6621322185264444e-06,-2.2945502334982446e-10,6.896181847383351e-11
-3.5621079839894167e-06,-2.2933495801129446e-10,6.681914303252608e-11
-3.4620837494523957e-06,-2.2791985270790002e-10,6.725530414343163e-11
-3.362059514915368e-06,-2.247164841096451e-10,6.710651973651987e-11
-3.2620352803783403e-06,-2.224268158580589e-10,6.478881182800432e-11
-3.1620110458413194e-06,-2.204954959571594e-10,6.667280758199588e-11
-3.0619868113042917e-06,-2.1736852556459116e-10,6.641272050752351e-11
-2.961962576767264e-06,-2.1300659012714666e-10,6.566839502500345e-11
-2.8619383422302363e-06,-2.1141338762058778e-10,6.618504757225086e-11
-2.7619141076932154e-06,-2.102590382318669e-10,6.573928244049907e-11
-2.6618898731561877e-06,-2.0489840489014363e-10,6.426536670550426e-11
-2.56186563861916e-06,-2.0447093993169e-10,6.412619223800199e-11
-2.4618414040821323e-06,-1.9903393336373357e-10,6.374643800822957e-11
-2.3618171695451113e-06,-1.9610153274519133e-10,6.377984410041237e-11
-2.2617929350080836e-06,-1.9015188733048874e-10,6.35918358955484e-11
-2.161768700471056e-06,-1.8930145500894883e-10,6.384993461322719e-11
-2.061744465934035e-06,-1.8579548802886783e-10,6.344585427943881e-11
-1.9617202313970073e-06,-1.8282589628625227e-10,6.186559462788552e-11
-1.8616959968599796e-06,-1.7899844499275837e-10,6.130965290697905e-11
-1.761671762322952e-06,-1.759243066935679e-10,6.083479742871499e-11
-1.661647527785931e-06,-1.693145796519275e-10,5.979519372442207e-11
-1.5616232932489033e-06,-1.615582429296661e-10,5.880472151433361e-11
-1.4615990587118756e-06,-1.5585918405829849e-10,6.14000603697416e-11
-1.3615748241748479e-06,-1.4906373532147453e-10,6.646286509938993e-11
-1.261550589637827e-06,-1.4464962759475055e-10,6.454791807644674e-11
-1.1615263551007993e-06,-1.4005705085849963e-10,6.323460019142624e-11
-1.0615021205637716e-06,-1.3291622207372813e-10,6.30321196818925e-11
-9.614778860267506e-07,-1.2871742788941336e-10,6.104870010340533e-11
-8.614536514897229e-07,-1.2145101276176096e-10,6.327612928977235e-11
-7.614294169526952e-07,-1.1384959725254436e-10,6.362127202431603e-11
-6.614051824156675e-07,-1.0471717063570183e-10,6.449286239235268e-11
-5.613809478786466e-07,-9.608029503215123e-11,6.553369277213339e-11
-4.613567133416189e-07,-8.780173870729556e-11,6.311407602307494e-11
-3.613324788045912e-07,-7.413121855841245e-11,6.773444840448984e-11
-2.613082442675635e-07,-6.305374279364492e-11,5.884940177065996e-11
-1.6128400973054258e-07,-4.5720387898683166e-11,4.1319130939033424e-11
-6.125977519351488e-08,-2.1003467146148267e-11,2.4540097405523177e-11
3.876445934351282e-08,2.0506049687819132e-11,1.9212955513600782e-11
1.3878869388053375e-07,1.1704391344778318e-10,5.491927267621795e-11
2.3881292841756145e-07,4.3035438714661073e-10,2.353888759978348e-10
3.3883716295458915e-07,1.0890650770604297e-09,6.30010012870887e-10
4.3886139749161685e-07,2.051063398942806e-09,1.1446652328930727e-09
